avg(rating),count(rating),movieId
3.88665,68469,1
3.24658,27143,2
3.17398,15585,3
2.87454,2989,4
3.07729,15474,5
3.84421,28683,6
3.37135,15301,7
3.12248,1539,8
3.00753,4449,9
3.43163,33086,10
3.66028,19669,11
2.66965,4524,12
3.33965,1952,13
3.42900,6838,14
2.73098,3154,15
3.80236,21165,16
3.95013,24552,17
3.41207,6255,18
2.64201,24913,19
2.89448,4658,20
3.56837,25699,21
3.30114,11136,22
3.15880,4871,23
3.17931,9191,24
3.66676,24841,25
3.61014,3028,26
3.42511,1876,27
4.03636,3424,28
3.91879,10024,29
3.63666,1361,30
3.23759,11802,31
3.89019,54846,32
3.05556,72,33
3.61383,35903,34
3.49873,1572,35
3.92876,23955,36
2.96067,89,37
2.91292,712,38
3.41629,29422,39
3.64815,945,40
3.84986,5082,41
3.04828,2620,42
3.46625,2667,43
2.63185,13098,44
3.37272,9719,45
3.26860,3334,46
4.07169,55240,47
2.96317,16358,48
3.56716,268,49
4.29196,62180,50
2.60000,35,51
3.53289,10398,52
3.69565,161,53
2.84868,1064,54
3.22546,978,55
2.06024,83,56
3.32233,2530,57
3.96411,13388,58
3.60488,205,59
3.07124,7601,60
3.33631,2465,61
3.74671,23359,62
3.12154,2744,63
2.83782,2192,64
2.39909,5837,65
2.16087,2586,66
3.35227,176,67
3.45410,1318,68
3.55089,5217,69
3.31547,15821,70
2.35432,1366,71
3.48463,1334,72
3.79438,3436,73
3.29768,3833,74
2.45108,603,75
3.01865,3726,76
3.44105,229,77
3.17017,1284,78
3.16046,6341,79
3.72803,603,80
3.26848,3449,81
4.01285,2724,82
3.64911,617,83
3.38024,167,84
3.53899,2834,85
3.48676,4606,86
2.41052,1112,87
3.12722,5907,88
3.13356,3489,89
3.33850,226,90
2.85195,2462,92
2.51099,2183,93
3.53171,4383,94
3.10955,25847,95
3.69066,514,96
3.98771,2848,97
2.65385,91,98
3.10858,769,99
3.23062,4451,100
3.77327,4953,101
2.42717,2142,102
3.27047,1209,103
3.39428,22247,104
3.32878,11284,105
3.40714,140,106
3.19620,8122,107
3.03676,136,108
2.33333,18,109
4.00848,68803,110
4.08642,32885,111
3.39841,13417,112
3.12522,1158,113
3.62891,256,114
3.39423,52,115
3.91491,1046,116
3.58790,1314,117
3.01147,1177,118
2.79596,272,119
2.88393,168,120
3.73577,861,121
2.86203,4095,122
3.98831,2866,123
3.49123,342,124
3.73974,3679,125
2.34478,1543,126
3.22115,52,127
3.47500,80,128
3.17164,201,129
3.24468,47,130
3.30556,198,131
2.76946,2210,132
2.50000,21,133
3.63514,37,134
2.99910,7737,135
3.56481,108,136
3.30165,242,137
3.27852,149,138
3.10417,48,139
3.30873,5649,140
3.52095,26041,141
3.05814,43,142
2.18750,16,143
3.46567,4675,144
3.27524,15321,145
2.89617,626,146
3.60151,5088,147
2.90775,374,148
3.68728,1140,149
3.88430,58665,150
3.52397,13600,151
3.09393,708,152
2.90206,38647,153
3.79601,3309,154
3.39553,1321,155
3.53273,1757,156
2.79353,2768,157
2.89046,15876,158
3.41404,2478,159
2.60603,15995,160
3.74519,26316,161
3.98717,6547,162
3.43132,17167,163
3.46029,4608,164
3.50776,41244,165
2.83962,742,166
3.19048,84,167
3.06358,13746,168
2.29690,4062,169
3.22065,9574,170
3.59829,1465,171
2.75207,14458,172
2.53937,17131,173
2.44901,2226,174
3.52352,5783,175
3.84694,2486,176
2.89419,2410,177
3.37981,520,178
2.74764,1272,179
3.56965,9727,180
1.98600,3001,181
3.08078,718,182
3.35703,640,183
3.10888,349,184
3.11894,26803,185
2.86990,13063,186
3.45137,987,187
3.33081,2707,188
3.00729,343,189
3.58261,1035,190
2.68884,1864,191
3.02326,86,192
2.24997,8937,193
3.83965,6411,194
3.09067,3386,195
2.82690,15361,196
3.07522,113,197
3.41809,9919,198
3.77278,1690,199
2.84129,356,200
3.03230,387,201
3.06184,477,202
3.15908,6022,203
2.93075,9299,204
3.50543,1380,205
3.47450,1059,206
3.36923,6018,207
2.86480,31310,208
2.82198,778,209
2.88347,502,210
3.58553,608,211
2.55913,482,212
4.02427,2019,213
4.03725,1020,214
3.90361,7226,215
3.24726,10663,216
2.73554,1072,217
3.28425,4431,218
3.60807,694,219
2.41506,312,220
3.53050,6311,222
3.85095,26772,223
3.43582,9139,224
3.28689,13432,225
2.68750,48,226
3.06823,4851,227
2.68070,487,228
3.56149,2545,229
3.57869,7873,230
2.95601,37823,231
4.02271,6538,232
3.52495,3647,233
2.67453,3369,234
3.65825,17741,235
3.30632,13649,236
3.21841,6767,237
3.16534,880,238
3.09654,4014,239
2.90138,867,240
3.02010,597,241
3.39437,1136,242
2.50726,482,243
2.35714,308,244
2.96310,271,245
4.00479,11485,246
3.81610,8344,247
3.01271,3264,248
3.66877,5232,249
3.04717,1060,250
3.03818,406,251
3.20921,10996,252
3.50522,31302,253
2.88650,652,254
2.27728,1127,255
2.68201,11730,256
3.40935,4010,257
2.63450,1829,258
3.06699,2090,259
4.12045,81815,260
3.59608,12058,261
3.76030,5025,262
3.73236,411,263
3.32857,175,264
3.91597,12650,265
3.50182,18160,266
2.90941,4614,267
3.30449,757,268
3.47727,616,269
3.17985,1365,270
3.32953,1314,271
3.73697,8404,272
3.12250,8384,273
2.84084,1288,274
2.72975,1630,275
2.98179,5740,276
3.38966,11274,277
3.02248,1179,278
3.68841,958,279
3.71549,5339,280
3.65941,4109,281
3.39292,12425,282
3.09237,249,283
2.80000,40,284
2.36932,88,285
2.01316,114,286
3.24401,334,287
3.25345,26413,288
3.35872,3394,289
3.98675,4302,290
2.30140,715,291
3.42012,28986,292
4.08759,36504,293
3.17206,866,294
2.80376,479,295
4.17397,92406,296
3.10806,273,297
3.51357,258,298
3.72482,2740,299
3.66073,21807,300
3.51132,486,301
3.73828,1664,302
3.04168,7893,303
3.18467,750,304
2.70333,3541,305
4.05702,8470,306
3.97173,7958,307
3.89686,6026,308
3.63996,468,309
2.78277,267,310
2.73837,86,311
2.60866,1362,312
3.06968,1471,313
3.85025,4314,314
2.89985,12506,315
3.37040,36996,316
3.13160,17944,317
4.42419,97999,318
3.75143,8191,319
3.25000,334,320
3.76272,963,321
3.67891,3144,322
3.69365,488,324
2.64936,1098,325
4.08400,1494,326
2.80853,8466,327
3.16323,2616,328
3.34394,30053,329
2.80970,1608,330
3.28744,581,331
2.77522,2280,332
3.35539,13032,333
3.81675,1678,334
3.26513,413,335
2.85783,313,336
3.74927,19633,337
2.99005,4925,338
3.50797,25959,339
3.37286,1522,340
3.58717,413,341
3.48272,13487,342
2.66617,1011,343
2.98943,45608,344
3.62471,11795,345
3.42575,1165,346
3.43703,1739,347
3.68130,8563,348
3.66760,34547,349
3.46512,16960,350
3.30444,3899,351
3.26395,1398,352
3.51398,18091,353
3.14980,1275,354
2.41510,11784,355
4.05658,97040,356
3.64463,30236,357
3.24926,2367,358
3.29196,286,359
2.73087,2183,360
3.32372,5565,361
3.36449,9088,362
3.98865,661,363
3.81143,47305,364
3.16616,1968,365
2.97984,2952,366
3.18140,38699,367
3.40522,18954,368
3.30541,1146,369
2.96690,16947,370
3.25820,4421,371
3.26049,9198,372
3.77489,3676,373
2.44274,6086,374
3.27863,262,375
3.29025,13206,376
3.48661,46475,377
3.12443,2415,378
2.71598,6547,379
3.50171,50864,380
3.40361,5654,381
3.04381,6049,382
3.20035,5498,383
2.98137,805,384
3.56569,137,385
2.82283,381,386
2.65992,741,387
3.55332,572,388
3.49057,212,389
3.42437,919,390
3.15986,441,391
3.28966,290,392
1.92038,2537,393
3.36713,143,394
2.86111,18,395
2.51389,36,396
2.18571,105,397
3.37069,58,398
2.29167,12,399
2.55882,34,400
3.04545,22,401
2.89394,66,402
2.36111,18,403
3.32418,91,404
2.45451,3880,405
3.07971,69,406
3.20183,2133,407
3.23244,712,408
3.04397,489,409
3.00834,20625,410
2.77823,124,411
3.55227,4850,412
2.81501,7033,413
2.61538,936,414
2.81361,3321,415
2.70536,1848,416
3.51762,3406,417
2.69944,712,418
2.49162,5192,419
2.75716,16381,420
3.28597,1918,421
3.23035,1476,422
3.00834,2457,423
2.71075,809,424
3.46975,909,425
3.11445,3447,426
2.53985,3526,427
3.81852,5659,428
2.36885,1586,429
2.31449,283,430
3.70110,10741,431
2.72021,13948,432
2.91647,1281,433
3.06718,27627,434
2.56912,15481,435
2.62312,1328,436
2.60262,1905,437
2.70442,1108,438
2.68462,65,439
3.59674,20214,440
3.68213,9842,441
3.05169,20711,442
3.33868,623,443
2.42541,1354,444
2.88309,1993,445
3.89339,3991,446
2.52193,228,447
3.55132,3137,448
3.45518,714,449
3.35369,3103,450
3.05235,659,451
3.55868,1227,452
3.10444,991,453
3.50121,27660,454
2.60774,10071,455
3.82493,1011,456
3.97998,58031,457
3.14830,1089,458
2.77917,1200,459
2.42939,956,460
3.34462,930,461
2.62857,210,462
2.81019,432,463
2.92309,3387,464
3.26463,769,465
2.92012,15391,466
3.42742,806,467
3.30844,8115,468
3.28218,1375,469
2.14286,511,470
3.65291,12308,471
2.87684,747,472
2.32136,1475,473
3.71974,20306,474
3.90306,10352,475
3.01860,242,476
3.54898,4757,477
2.42734,289,478
2.92700,1274,479
3.66503,76451,480
3.33924,6037,481
3.42543,2843,482
3.76726,623,483
2.78239,795,484
2.78474,15516,485
2.69302,645,486
2.59589,657,487
3.39219,589,488
2.75996,3187,489
3.35114,3332,490
3.40064,5903,491
3.66100,3410,492
3.61513,4052,493
3.37393,14504,494
3.44733,769,495
3.29599,424,496
3.87020,15351,497
2.80685,409,498
2.76659,422,499
3.39268,38484,500
3.83349,2144,501
2.32170,4313,502
3.09310,145,503
2.98087,1202,504
2.51861,1370,505
3.49092,1432,506
3.52200,3523,507
3.80390,22517,508
3.68448,18677,509
2.76274,942,510
3.14137,1726,511
2.91724,1311,512
2.94776,603,513
3.45150,4897,514
3.89459,11598,515
3.08445,3588,516
3.13541,3711,517
2.69611,1285,518
2.24441,5904,519
3.06516,17142,520
3.32157,2253,521
3.54380,1370,522
3.64436,949,523
3.51451,9271,524
3.37845,181,525
3.16434,143,526
4.25750,71516,527
2.78181,951,528
3.83321,11712,529
3.02632,38,530
3.50358,9220,531
3.06152,6429,532
2.93072,4121,533
3.88862,5077,534
3.77115,5923,535
3.27834,785,536
3.16094,3551,537
3.69397,5421,538
3.51542,31775,539
2.72466,5337,540
4.11610,39441,541
2.86132,3865,542
3.21033,14394,543
2.92904,2311,544
2.68966,58,545
2.08824,6443,546
2.82394,869,547
2.89987,2966,548
3.88997,1495,549
3.08410,3490,550
3.73668,24134,551
3.19437,15092,552
3.69588,16444,553
3.08704,540,554
3.80405,17382,555
3.96971,1304,556
2.81704,1719,558
2.87500,56,559
3.01220,41,560
3.43939,231,561
3.76298,7052,562
3.45467,364,563
2.35211,355,564
3.22523,888,565
2.79032,155,566
3.36131,429,567
3.55303,396,568
2.94069,1762,569
3.46725,229,570
3.62143,210,571
2.63158,38,572
3.45370,216,573
3.29819,1437,574
3.04437,3133,575
2.50000,26,576
2.80560,679,577
3.01190,42,579
3.04651,602,580
3.98121,1969,581
3.33451,142,582
3.53971,277,583
3.06667,30,584
2.61175,11159,585
3.13405,32738,586
3.44458,32210,587
3.69175,51827,588
3.94150,64258,589
3.74034,51877,590
2.06944,36,591
3.38649,54448,592
4.15141,87899,593
3.57376,20715,594
3.67963,42400,595
3.44609,15833,596
3.43205,38504,597
3.61337,172,598
3.97428,3596,599
2.98889,315,600
3.39167,120,601
3.99719,356,602
2.94206,630,603
2.66667,12,604
3.30075,3887,605
2.57545,1597,606
2.81250,24,607
4.10623,54500,608
3.03064,2872,609
3.37434,8702,610
2.53175,1937,611
2.72833,1684,612
3.63563,2905,613
3.11310,168,614
3.86003,668,615
3.37576,10061,616
3.58778,581,617
2.74934,379,618
2.61097,784,619
3.29070,43,620
3.59795,342,621
3.26087,46,623
2.62281,57,624
3.27273,33,625
2.89839,684,626
3.53458,1952,627
3.75379,12930,628
3.13793,29,629
3.35021,237,630
2.75910,2638,631
3.92629,407,632
3.38571,350,633
2.27582,368,634
3.64169,1161,635
2.93750,40,636
2.84649,6954,637
3.28059,613,638
2.93064,1211,639
2.97966,3393,640
2.45192,104,641
1.80769,13,642
2.39286,28,643
2.47619,21,644
3.64286,322,645
3.52811,8716,647
3.40253,45064,648
3.72635,148,649
3.46206,1489,650
2.52778,54,651
3.01220,82,652
3.21965,16831,653
2.97368,19,654
2.31579,19,655
2.87977,1285,656
2.55952,42,657
3.05455,55,658
3.71154,494,659
2.99254,134,660
3.28442,12747,661
3.25304,3130,662
3.36201,3511,663
3.04955,333,664
3.96295,1417,665
3.46597,191,666
2.56533,1171,667
4.10541,906,668
4.11599,832,670
3.65672,7357,671
2.42857,28,672
2.76353,12913,673
2.97984,3571,674
2.29032,31,675
2.51667,30,676
4.06936,2826,678
3.37374,99,679
3.55375,1293,680
3.58194,360,681
3.21429,70,682
2.63415,41,683
2.47917,24,684
3.51058,567,685
2.99510,102,687
2.59260,3137,688
3.32759,87,690
3.05267,1272,691
2.33856,957,692
3.08108,37,693
3.01487,2926,694
3.18074,888,695
3.16538,130,696
2.78817,1192,697
2.84161,161,698
2.25000,18,699
3.24314,1312,700
3.20870,115,701
3.75854,439,702
2.88281,384,703
2.84259,1944,704
3.50221,453,705
3.12835,261,706
3.07880,4930,707
3.39954,16853,708
3.31992,3157,709
2.73831,1326,710
2.66960,2553,711
3.49223,193,712
3.45238,147,713
3.89155,4306,714
3.54000,650,715
2.93202,331,716
3.20408,98,717
3.43406,1145,718
2.94879,9109,719
4.03515,9674,720
3.00000,18,721
3.60359,362,722
3.30769,39,723
3.07764,10633,724
2.80000,1640,725
3.12940,568,726
3.15517,29,727
3.81032,3751,728
3.41736,121,729
3.06849,73,730
2.92238,889,731
2.79960,252,732
3.68741,37936,733
2.67969,64,734
3.51456,1236,735
3.22069,38662,736
2.11748,5001,737
3.05000,30,738
1.93333,15,739
3.96461,8985,741
2.75482,2076,742
2.74416,7573,743
2.92105,38,744
4.10915,13866,745
3.73021,341,746
2.34864,1176,747
3.16996,5675,748
2.70833,48,749
4.20888,29484,750
3.44940,168,751
2.90909,44,752
3.29340,530,753
2.94710,397,754
3.37342,158,755
3.16667,123,756
3.55935,278,757
3.06897,29,758
3.85640,383,759
3.67765,1047,760
2.80543,4181,761
2.41499,11610,762
3.07377,61,763
3.36570,618,764
3.05061,6007,765
3.46209,1899,766
3.53492,315,767
3.01429,35,768
3.57746,142,769
2.73529,34,770
3.38323,167,771
2.83333,39,772
3.46739,46,773
2.69231,39,774
2.98765,162,775
2.84906,53,776
2.90909,33,777
4.00851,31545,778
2.85420,559,779
3.39717,58949,780
3.42730,2187,781
2.87780,2995,782
3.24500,13404,783
2.70445,17388,784
3.27957,12589,785
3.17224,19078,786
3.68280,93,787
2.84729,22507,788
3.06731,52,789
3.52101,119,790
3.59664,119,791
3.01786,56,792
3.25806,124,793
3.36239,109,794
3.20259,116,795
2.96809,47,796
3.38750,120,797
2.83528,3418,798
3.36156,7104,799
4.06000,7567,800
3.03128,1854,801
3.46686,14742,802
3.56814,609,803
3.08108,2368,804
3.69169,13931,805
3.15932,590,806
3.28378,222,807
3.21814,871,808
2.85079,1451,809
1.86121,2158,810
2.48718,39,812
2.76667,510,813
3.10714,14,814
2.14516,31,815
3.25316,79,816
2.61328,3156,818
3.35938,64,819
2.88060,67,820
2.99000,50,821
3.17105,38,822
3.35075,134,823
3.80340,412,824
2.69231,26,825
2.15385,26,826
3.10119,168,827
3.14747,1736,828
2.68129,1983,829
3.08840,8077,830
3.51739,230,831
3.45026,16707,832
2.71159,1562,833
2.62617,214,834
3.19335,1037,835
2.92143,5613,836
3.43508,6893,837
3.74724,9226,838
2.80084,4760,839
2.70924,736,840
3.71611,627,841
2.76677,2176,842
3.33333,63,843
3.75691,181,844
3.36667,75,845
3.49405,420,846
2.91250,120,847
3.66000,2175,848
2.76873,9878,849
3.52612,268,850
3.50372,1749,851
3.17553,12021,852
3.29832,119,853
3.72269,238,854
2.81579,38,855
3.35593,59,856
3.33000,50,857
4.33289,60904,858
2.47368,19,859
3.53333,390,860
3.44234,2714,861
3.59707,376,862
3.25269,93,864
3.31776,107,865
3.71154,6774,866
2.38235,357,867
3.14141,99,868
3.09322,590,869
2.24200,500,870
3.19841,63,871
3.51389,72,872
3.02174,46,873
3.05357,84,874
3.43248,548,875
2.71667,330,876
3.15730,178,877
2.78333,30,878
2.81219,2388,879
2.49426,6101,880
2.83278,1202,881
2.99002,852,882
3.28689,61,884
2.66517,669,885
3.06486,1881,886
2.95000,50,887
2.31977,799,888
3.37023,131,889
3.13636,33,890
2.59774,2256,891
3.72621,1461,892
3.64590,610,893
2.67647,34,894
2.97761,67,895
3.67892,517,896
3.64656,945,897
4.10999,7828,898
4.02521,12794,899
3.78578,3354,900
3.61940,1763,901
3.82301,12786,902
4.11952,17926,903
4.23080,22264,904
4.13421,4750,905
4.02730,2308,906
3.91307,949,907
4.20109,19613,908
4.02289,6378,909
4.03123,13753,910
4.04370,4748,911
4.21010,31095,912
4.13243,14585,913
3.86616,12089,914
3.86765,6226,915
4.05785,7459,916
3.61300,1208,917
3.73030,2069,918
3.94471,27436,919
3.81779,18333,920
3.78415,2504,921
4.19543,8264,922
4.08814,21512,923
3.97415,31418,924
3.52500,100,925
4.17028,5632,926
3.93319,958,927
4.07273,5534,928
3.82143,1050,929
4.16358,5618,930
3.89424,2553,931
3.82152,2370,932
3.99870,5390,933
3.45571,4820,934
3.74596,681,935
3.99386,1546,936
3.67568,555,937
3.59763,1854,938
3.30000,115,939
3.85412,4418,940
3.56679,1048,941
4.06851,3087,942
3.80461,1822,943
3.81997,1147,944
4.03962,2297,945
3.94635,1603,946
4.03215,1975,947
3.73838,1850,948
3.90252,2385,949
4.15078,3704,950
4.09411,4569,951
3.47415,2785,952
4.01683,17770,953
3.98565,6828,954
4.02138,5004,955
3.48087,392,956
3.24031,258,957
3.10849,106,958
3.70874,412,959
3.49133,173,960
3.38603,272,961
3.39352,108,962
3.54268,574,963
3.39589,365,964
3.97811,4111,965
3.44891,137,966
2.77654,179,967
3.62012,9615,968
4.05965,11937,969
3.51691,414,970
3.93121,3249,971
3.15789,133,972
3.82986,1008,973
3.36577,149,974
2.96552,29,975
3.51623,462,976
2.16667,12,977
3.15000,50,979
3.10662,136,980
2.64009,232,981
3.64824,624,982
2.68182,22,983
2.69556,248,984
3.41935,62,985
3.50193,3371,986
3.19454,293,987
3.33752,557,988
3.46296,81,989
2.73171,984,990
3.56914,2712,991
2.75000,282,992
3.50787,254,993
3.99741,5591,994
3.01108,3564,996
3.53261,230,997
3.22370,865,998
3.28783,3278,999
3.09685,222,1000
2.82558,43,1001
3.53378,148,1002
3.13668,1723,1003
2.68503,1670,1004
2.52207,2447,1005
3.24863,1643,1006
2.95860,1908,1007
3.32428,828,1008
3.14373,2790,1009
3.07484,2766,1010
2.75377,1657,1011
3.54898,3828,1012
3.41470,5346,1013
3.37701,1744,1014
3.27920,4366,1015
3.13318,1543,1016
3.50688,3709,1017
3.07176,1310,1018
3.51696,7225,1019
3.26265,8163,1020
2.84477,4184,1021
3.53895,11387,1022
3.74407,3542,1023
3.16749,1212,1024
3.55741,6715,1025
3.20155,129,1026
3.29021,9593,1027
3.71551,17011,1028
3.45058,10926,1029
3.09111,3556,1030
3.33749,5009,1031
3.61253,9837,1032
3.45736,5230,1033
3.52826,1628,1034
3.80095,17154,1035
3.93001,40284,1036
2.73571,7836,1037
3.21976,248,1038
3.04762,63,1039
3.37578,161,1040
4.04278,6054,1041
3.43412,9707,1042
3.01024,1270,1043
3.32495,537,1044
3.02941,51,1045
3.96699,1439,1046
